Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000152465.18,393,490,607,714,302,89,117,313
ENSG00000152467.10,0,0,0,0,0,0,0,0
ENSG00000152475.7,48,75,44,83,4,5,7,18
ENSG00000152484.14,1462,1563,1299,1449,3422,1115,724,2080
ENSG00000152492.15,2539,2775,2344,2842,1939,652,666,2012
ENSG00000152495.11,10,17,11,9,340,99,131,370
ENSG00000152503.10,2195,2797,1152,1239,415,167,133,343
ENSG00000152518.8,1312,1488,1207,1379,335,114,133,325
ENSG00000152520.14,1345,1495,924,1052,1348,467,419,1060
ENSG00000152527.14,3,11,5,15,241,83,97,280
ENSG00000152556.17,3342,3872,4110,5649,1005,364,595,1535
ENSG00000152558.15,25214,25565,16633,16094,11700,4121,2495,7590
ENSG00000152578.15,2,0,0,1,4,2,0,8
ENSG00000152580.9,0,0,0,0,77,20,53,137
ENSG00000152582.14,145,163,308,331,139,49,63,167
ENSG00000152583.13,36,38,28,30,2,0,1,1
ENSG00000152591.15,0,2,0,1,0,0,0,0
ENSG00000152592.15,1,6,1,3,0,0,0,0
ENSG00000152595.17,13,30,0,4,0,0,0,1
ENSG00000152601.18,5406,6434,6464,7169,5058,1549,1560,4815
ENSG00000152611.12,13,7,27,27,1,0,0,1
ENSG00000152620.13,3400,3787,2437,2634,313,93,176,535
ENSG00000152642.11,1774,2110,2371,2460,198,57,103,309
ENSG00000152661.9,6,6,1,0,6719,2337,1606,4368
ENSG00000152669.9,4,7,1,13,9,4,10,11
ENSG00000152670.19,3,2,2,4,3,0,2,1
ENSG00000152672.8,3,1,4,5,4,3,1,8
ENSG00000152683.14,1929,2207,2096,2458,2301,698,814,2175
ENSG00000152684.11,1613,1895,1524,2105,364,118,112,324
ENSG00000152689.19,2,2,8,5,33,11,15,47
ENSG00000152700.14,4365,5215,4998,5286,848,293,378,1005
ENSG00000152705.8,7,4,10,11,8,1,4,6
ENSG00000152749.8,1386,1509,1465,1605,2000,678,618,1793
ENSG00000152760.10,0,0,0,0,0,0,0,0
ENSG00000152763.17,90,96,106,124,122,49,41,121
ENSG00000152766.6,186,167,102,143,263,70,181,533
ENSG00000152767.17,724,767,849,970,363,121,183,436
ENSG00000152778.10,221,285,422,469,633,211,289,935
ENSG00000152779.14,1,0,3,0,24,10,9,23
ENSG00000152782.19,829,999,1044,1159,141,35,63,167
ENSG00000152784.16,12,9,2,6,87,25,69,214
ENSG00000152785.8,0,0,0,0,2,4,0,5
ENSG00000152795.18,13480,16369,12456,13482,3007,969,957,2698
ENSG00000152804.11,1,3,0,0,29,10,26,73
ENSG00000152818.20,5210,6016,7765,7961,568,132,156,567
ENSG00000152822.15,18,19,8,11,9,1,3,17
ENSG00000152894.15,1218,1366,819,861,2881,934,865,2438
ENSG00000152904.11,1139,1247,1375,1581,130,65,52,160
ENSG00000152910.19,1,3,2,4,0,0,0,0
ENSG00000152926.17,601,635,966,983,118,31,44,104
ENSG00000152931.10,210,242,413,512,34,5,18,72
ENSG00000152932.8,0,4,2,3,1,0,3,9
ENSG00000152936.11,0,0,11,9,0,2,0,1
ENSG00000152939.17,2345,2763,3354,4094,62,29,41,138
ENSG00000152942.19,5046,5733,5347,5894,878,307,311,904
ENSG00000152944.9,1348,1591,1657,1949,624,206,276,762
ENSG00000152952.14,19373,20537,396,444,10209,3062,876,2305
ENSG00000152953.13,2,0,0,0,200,59,121,318
ENSG00000152954.12,0,0,0,0,0,0,0,0
ENSG00000152969.21,262,344,116,126,5,4,3,7
ENSG00000152977.10,0,1,0,1,3,1,3,7
ENSG00000152990.14,1393,1764,1259,1484,2149,636,715,2010
ENSG00000153002.12,0,0,0,0,1,0,0,0
ENSG00000153006.16,1273,1278,825,809,592,222,154,393
ENSG00000153012.12,429,481,320,360,302,86,118,295
ENSG00000153015.17,2777,3004,2314,2698,802,272,261,786
ENSG00000153029.16,1166,1248,1102,1213,80,22,59,135
ENSG00000153037.15,1021,1147,1070,1369,91,28,40,136
ENSG00000153044.10,605,688,851,809,96,29,59,104
ENSG00000153046.18,1099,1198,974,1012,977,323,432,1088
ENSG00000153048.11,1061,1227,671,905,349,137,142,324
ENSG00000153060.8,0,3,1,4,0,0,0,0
ENSG00000153064.12,1853,2195,1882,1971,56,24,40,90
ENSG00000153066.13,1439,1607,1506,1919,639,232,242,582
ENSG00000153071.15,3,2,7,7,3299,1004,1005,3125
ENSG00000153086.14,2,5,6,7,2,2,0,2
ENSG00000153093.21,35,54,48,64,83,33,107,234
ENSG00000153094.26,1373,1571,1099,1459,212,55,62,169
ENSG00000153107.13,1349,1566,1569,1655,1347,417,562,1495
ENSG00000153113.25,19,30,22,20,5,2,0,6
ENSG00000153130.18,6473,7131,7065,6776,1288,441,405,1124
ENSG00000153132.13,5637,6469,7272,7134,2070,626,534,1533
ENSG00000153140.9,1302,1440,1822,1834,604,210,241,591
ENSG00000153147.6,7992,9377,9283,9887,1489,410,484,1512
ENSG00000153157.14,4,9,12,14,3,1,0,0
ENSG00000153162.9,106,116,157,306,87,31,43,87
ENSG00000153165.19,21,20,16,16,7,5,0,2
ENSG00000153179.15,29238,32646,29789,36677,2053,678,517,1414
ENSG00000153187.21,26105,31948,29129,30707,6135,1951,2374,6302
ENSG00000153201.17,19621,25515,12817,13123,2310,697,828,2424
ENSG00000153207.16,4389,5107,4143,4091,2184,623,745,1963
ENSG00000153208.19,563,652,365,463,159,53,116,305
ENSG00000153214.11,2218,2562,3904,4214,389,97,132,407
ENSG00000153230.4,0,2,0,0,3,0,2,2
ENSG00000153233.13,303,260,411,588,113,38,17,46
ENSG00000153234.16,58,69,49,46,22,12,9,24
ENSG00000153237.19,71,54,114,111,14,5,5,16
ENSG00000153246.13,0,0,0,0,132,45,72,158
ENSG00000153250.21,18,17,12,0,1978,644,566,1806
ENSG00000153253.20,0,8,6,9,5,3,2,14
ENSG00000153266.13,0,0,0,0,0,0,0,0
ENSG00000153283.14,0,3,6,3,131,47,35,114
ENSG00000153291.16,2445,2654,2147,2233,167,37,86,234
ENSG00000153292.16,12,5,6,5,55,27,161,419
ENSG00000153294.12,17,7,19,6,53,27,20,65
ENSG00000153303.18,11,9,15,13,0,1,0,0
ENSG00000153310.22,1697,2006,1621,1913,1647,587,703,1941
ENSG00000153317.15,2883,3387,2888,3276,13510,4114,4363,12435
ENSG00000153339.15,3119,3603,2799,2777,456,105,177,452
ENSG00000153347.10,2,14,11,10,0,0,1,4
ENSG00000153363.16,846,892,1830,2201,118,60,75,199
ENSG00000153391.16,225,309,327,414,88,32,26,92
ENSG00000153395.11,5602,6822,6380,7510,649,198,172,517
ENSG00000153404.15,8,12,17,18,106,28,31,73
ENSG00000153406.14,2260,2537,2451,3474,509,195,301,790
ENSG00000153443.13,846,959,748,1331,359,127,208,569
ENSG00000153446.16,77,82,24,59,1,1,0,0
ENSG00000153485.6,311,488,554,702,53,14,23,56
ENSG00000153487.14,1241,1203,639,834,147,42,35,112
ENSG00000153495.11,3,3,8,7,7,0,0,0
ENSG00000153498.12,0,0,0,0,0,0,0,0
ENSG00000153531.15,654,644,894,1216,127,45,44,148
ENSG00000153551.14,186,198,170,286,1160,428,597,1592
ENSG00000153558.17,70,86,59,88,287,105,87,256
ENSG00000153560.12,8030,9195,8456,9916,3103,954,923,2821
ENSG00000153561.13,5190,5973,5310,5895,3528,1108,1077,2911
ENSG00000153563.17,1,2,8,1,7,3,6,18
ENSG00000153574.9,884,1064,1024,1449,594,180,273,760
ENSG00000153684.16,0,0,0,0,0,0,0,0
ENSG00000153707.20,0,3,0,0,166,50,65,173
ENSG00000153714.6,13,6,17,31,212,50,63,191
ENSG00000153721.19,103,148,262,547,120,39,109,207
ENSG00000153767.10,6354,7502,4780,5161,1158,347,355,1061
ENSG00000153774.9,2751,2931,3664,4746,154,44,70,166
ENSG00000153779.11,0,0,0,0,0,0,0,0
ENSG00000153786.13,3207,3960,3079,3231,1039,315,405,929
ENSG00000153789.14,0,1,0,2,1,0,0,3
ENSG00000153790.12,35,17,20,30,193,55,76,230
ENSG00000153802.12,2,0,1,3,4,1,0,0
ENSG00000153814.13,111,102,116,177,207,73,48,147
ENSG00000153815.18,4344,4360,3834,5615,563,178,172,451
ENSG00000153820.13,0,0,0,0,0,0,0,0
ENSG00000153822.15,0,0,0,0,0,0,0,0
ENSG00000153823.19,0,0,0,0,129,41,76,177
ENSG00000153827.15,6518,8195,6270,6432,6914,2190,2217,6180
ENSG00000153832.12,100,96,111,110,134,61,66,179
ENSG00000153879.9,2956,3085,3273,4668,708,211,296,826
ENSG00000153885.15,1835,2126,2050,2571,475,141,226,579
ENSG00000153896.19,212,251,217,304,0,0,0,0
ENSG00000153898.13,268,309,306,404,157,59,85,255
ENSG00000153902.14,109,108,18,18,1,0,0,5
ENSG00000153904.21,6321,7109,6809,7745,5579,1975,2116,6182
ENSG00000153914.16,14411,16198,10839,11485,293,85,69,259
ENSG00000153922.12,3674,4202,3237,3202,1487,386,426,1420
ENSG00000153923.11,0,0,0,0,0,0,0,0
ENSG00000153930.13,6,1,7,11,15,6,7,26
ENSG00000153933.10,1406,1693,1407,1573,986,260,269,723
ENSG00000153936.18,1037,1117,825,871,1003,316,267,680
ENSG00000153944.12,6700,7379,5125,5524,1079,349,437,1216
ENSG00000153956.17,0,0,0,1,188,58,68,202
ENSG00000153975.10,961,1073,845,931,258,97,81,222
ENSG00000153976.3,2,3,4,1,103,31,73,180
ENSG00000153982.11,224,211,374,457,58,20,48,107
ENSG00000153989.8,2119,2686,2511,2297,635,246,157,515
ENSG00000153993.14,1,2,2,3,25,2,5,17
ENSG00000154001.14,3037,3624,3260,3094,2916,976,999,2791
ENSG00000154007.7,0,1,0,0,0,0,0,0
ENSG00000154016.14,0,1,0,0,0,0,0,0
ENSG00000154025.16,0,0,2,0,1,0,0,0
ENSG00000154027.19,30,24,20,55,14,4,14,39
ENSG00000154040.21,13,17,14,15,321,122,116,333
ENSG00000154059.11,2481,2723,2848,3149,554,233,289,772
ENSG00000154065.17,205,297,620,797,343,109,158,438
ENSG00000154079.6,285,287,341,506,67,25,44,99
ENSG00000154080.14,0,2,2,0,14,2,4,10
ENSG00000154096.14,0,1,0,6,0,0,0,4
ENSG00000154099.18,145,160,108,92,3,3,1,12
ENSG00000154102.11,16,16,18,26,169,52,71,177
ENSG00000154114.13,1632,2046,1407,1478,177,53,71,198
ENSG00000154118.13,8,14,9,8,0,1,3,7
ENSG00000154122.14,3747,4135,4556,5677,534,195,280,742
ENSG00000154124.7,2579,2942,2220,2635,493,157,217,652
ENSG00000154127.10,1,5,22,12,4974,1460,1213,3570
ENSG00000154133.15,6,2,3,2,103,58,21,53
ENSG00000154134.15,1151,1232,810,1224,131,66,82,204
ENSG00000154143.3,16,13,26,21,0,0,0,1
ENSG00000154144.13,5669,7031,5363,5775,622,175,220,563
ENSG00000154146.13,30,27,43,62,60,19,37,71
ENSG00000154153.15,477,504,949,1412,64,44,45,112
ENSG00000154162.15,1,2,1,1,16,7,7,18
ENSG00000154165.5,0,0,0,2,0,0,0,0
ENSG00000154174.8,5522,6457,9119,10343,5399,1877,2528,6236
ENSG00000154175.19,5,11,24,21,334,80,113,324
ENSG00000154188.10,0,3,2,4,324,99,65,154
ENSG00000154198.15,0,0,0,0,0,0,0,0
ENSG00000154217.16,555,579,327,428,1102,371,487,1389
ENSG00000154222.15,2149,2491,1357,1873,292,114,117,305
ENSG00000154227.14,0,2,2,3,1,0,0,0
ENSG00000154229.12,657,694,360,386,3756,1182,1004,2910
ENSG00000154237.13,57,60,93,109,178,61,147,410
ENSG00000154240.18,567,639,544,594,536,159,194,457
ENSG00000154252.12,18,19,23,26,1,0,0,2
ENSG00000154258.17,1,0,0,0,6,2,0,4
ENSG00000154262.13,1,0,0,0,9,4,3,8
ENSG00000154263.18,1,3,1,0,50,16,14,38
ENSG00000154265.16,500,547,514,621,383,142,148,455
ENSG00000154269.15,79,102,64,85,2,1,1,18
ENSG00000154274.15,15,30,43,37,309,61,115,317
ENSG00000154277.13,15,27,35,38,0,0,0,0
ENSG00000154305.18,29333,32874,27384,29775,1667,523,615,1827
ENSG00000154309.9,893,1126,532,640,411,151,183,474
ENSG00000154310.17,540,530,615,613,705,204,199,605
ENSG00000154316.17,0,0,0,0,0,0,0,0
ENSG00000154319.16,25,26,16,36,232,93,90,267
ENSG00000154328.16,1040,1162,1700,2255,187,78,65,196
ENSG00000154330.13,15,19,27,45,633,183,153,400
ENSG00000154342.6,1,1,3,2,53,27,18,55
ENSG00000154358.23,1881,2063,1029,1413,102,39,53,93
ENSG00000154359.13,3105,3343,2281,2675,244,109,117,336
ENSG00000154370.16,1360,1416,1167,2135,466,174,131,375
ENSG00000154380.19,19535,21710,16861,18000,3499,1066,1352,4178
ENSG00000154415.8,0,0,0,0,0,0,0,0
ENSG00000154429.11,2689,3018,1761,1786,1182,381,320,876
ENSG00000154438.8,46,60,113,97,0,0,0,0
ENSG00000154447.15,2435,2733,2419,2823,661,249,195,593
ENSG00000154451.15,27,38,48,63,19,11,11,29
ENSG00000154473.18,3117,3622,4140,4240,3468,1108,1129,3069
ENSG00000154478.4,821,838,7,16,0,0,0,0
ENSG00000154479.13,18,39,21,35,4,1,2,6
ENSG00000154485.5,29,34,30,25,8,2,2,6
ENSG00000154493.20,1,0,7,9,7,5,1,5
ENSG00000154511.12,484,563,319,421,556,230,165,454
ENSG00000154518.10,3408,3722,4314,5895,2696,949,1284,3151
ENSG00000154529.15,3,5,6,6,60,25,31,86
ENSG00000154545.17,3,3,5,2,6,2,0,1
ENSG00000154548.10,20,20,7,13,5,1,1,5
ENSG00000154553.17,17,20,36,41,33,11,22,61
ENSG00000154556.20,397,474,777,870,136,42,44,156
ENSG00000154582.18,2210,2555,2774,3819,1601,642,722,1941
ENSG00000154589.7,2,1,7,7,0,1,2,4
ENSG00000154608.14,4,2,2,3,4,3,2,2
ENSG00000154611.15,0,0,0,0,0,0,0,0
ENSG00000154620.6,0,0,0,0,0,0,0,0
ENSG00000154639.19,2480,3012,2003,2122,481,141,112,364
ENSG00000154640.15,1586,1756,1588,1734,575,181,236,579
ENSG00000154642.11,1217,1454,1481,1409,605,186,226,640
ENSG00000154645.14,1,1,0,1,0,0,0,0
ENSG00000154646.9,0,0,1,0,0,0,1,0
ENSG00000154654.15,16096,17242,22060,24279,12,0,5,18
ENSG00000154655.16,2,1,0,0,199,53,81,228
ENSG00000154678.18,0,0,0,0,629,185,247,751
ENSG00000154710.18,17,15,16,19,5,2,1,7
ENSG00000154719.14,2551,3083,3050,3017,835,274,316,896
ENSG00000154721.15,22,20,38,30,13,4,5,19
ENSG00000154723.13,7461,8818,8102,9307,3288,1096,1297,3305
ENSG00000154727.11,2052,2517,2441,2373,554,222,184,496
ENSG00000154734.16,47052,55131,13812,14801,258,72,85,214
ENSG00000154736.6,5,1,0,1,3,0,1,4
ENSG00000154743.19,1707,2048,2465,2696,1253,403,495,1268
ENSG00000154760.14,0,0,1,3,327,150,174,488
ENSG00000154764.6,1,0,1,0,209,62,64,120
ENSG00000154767.16,2802,3279,3007,3463,29,11,15,52
ENSG00000154781.17,1325,1398,1217,1439,397,117,150,459
ENSG00000154783.12,4,2,0,0,0,1,1,4
ENSG00000154803.13,785,887,746,936,182,83,112,297
ENSG00000154813.10,977,996,881,1055,564,188,242,719
ENSG00000154814.14,487,535,483,561,301,101,123,412
ENSG00000154822.18,31,30,58,54,651,154,233,503
ENSG00000154832.16,2377,2900,2025,2791,316,109,116,336
ENSG00000154839.10,541,584,920,819,469,175,186,581
ENSG00000154845.16,3076,3805,1720,2054,3883,1180,1152,3211
ENSG00000154856.13,51,65,137,162,25,19,21,50
ENSG00000154864.14,5,7,5,8,11,6,7,23
ENSG00000154874.18,1,2,1,2,0,0,0,0
ENSG00000154889.17,272,381,400,537,95,47,66,144
ENSG00000154898.17,12,14,20,11,15,6,8,28
ENSG00000154914.17,1342,1725,936,1216,78,28,57,104
ENSG00000154917.11,1954,2181,1278,1619,798,279,153,401
ENSG00000154920.15,807,872,934,971,197,88,110,334
ENSG00000154928.19,3,4,4,3,850,250,166,571
ENSG00000154930.15,7,6,27,41,274,106,146,411
ENSG00000154945.7,3549,3811,3083,4085,1085,273,459,1389
ENSG00000154957.14,320,313,523,577,110,34,61,139
ENSG00000154975.14,0,0,0,0,0,0,0,0
ENSG00000154978.13,418,354,298,463,171,62,61,160
ENSG00000154997.9,0,0,0,0,0,0,0,2
ENSG00000155008.16,1465,1539,2171,2152,376,172,176,564
ENSG00000155011.9,0,0,0,0,0,0,2,0
ENSG00000155016.18,643,858,902,1100,92,36,49,142
ENSG00000155026.17,9,14,7,4,0,0,2,1
ENSG00000155034.21,470,544,383,602,184,66,79,224
ENSG00000155052.15,4,1,1,0,2,1,2,1
ENSG00000155066.16,4141,4165,2853,4526,9,6,9,16
ENSG00000155070.8,0,0,0,0,0,0,0,0
ENSG00000155085.16,771,909,510,538,229,68,93,213
ENSG00000155087.4,0,0,0,0,1,0,0,0
ENSG00000155090.15,2399,2834,2235,2614,1101,463,373,1118
ENSG00000155093.20,292,294,140,187,54,16,20,49
ENSG00000155096.15,7544,8460,11848,13037,9231,3666,3654,9894
ENSG00000155097.12,1959,2259,2086,2037,4199,1332,1448,3843
ENSG00000155099.8,353,398,234,315,291,123,161,427
ENSG00000155100.11,2037,2024,2263,2555,153,56,97,294
ENSG00000155111.15,12705,13985,9691,10378,540,201,135,428
ENSG00000155115.7,5511,6131,3643,3984,29,9,12,33
ENSG00000155158.20,487,490,800,862,46,18,30,109
ENSG00000155189.12,4413,5217,2467,2819,190,61,50,116
ENSG00000155229.21,1677,1924,1364,1803,1217,421,482,1290
ENSG00000155249.5,0,1,0,0,1,0,0,0
ENSG00000155252.14,706,917,694,910,695,230,235,652
ENSG00000155254.13,1814,2171,2311,3378,532,235,256,672
ENSG00000155256.18,511,634,614,885,159,65,109,232
ENSG00000155265.12,5,3,3,7,9,6,1,5
ENSG00000155269.12,0,2,0,5,4,3,5,5
ENSG00000155275.19,494,500,464,553,171,49,106,236
ENSG00000155287.12,284,344,412,507,176,82,137,335
ENSG00000155304.6,3240,3582,3369,3373,1918,599,419,1079
ENSG00000155307.19,0,0,2,0,55,13,11,40
ENSG00000155313.16,2576,2908,1837,1850,789,236,203,680
ENSG00000155324.10,340,381,386,495,164,77,114,272
ENSG00000155329.12,1481,1706,1722,2134,117,46,58,142
ENSG00000155330.10,1233,1263,1105,1238,208,81,120,284
ENSG00000155363.19,1933,2125,1622,2381,1072,429,471,1286
ENSG00000155366.17,2121,2600,1827,3395,2615,977,1533,3261
ENSG00000155367.16,32,34,43,83,8,6,11,20
ENSG00000155368.18,16779,19820,21002,26017,10454,3403,3258,8867
ENSG00000155380.13,12311,13268,9776,11208,5127,1558,1944,5204
ENSG00000155393.14,1395,1692,1655,1859,712,220,198,583
ENSG00000155428.12,1,1,0,4,0,0,0,0
ENSG00000155438.12,1245,1478,2612,2663,1424,449,637,1707
ENSG00000155463.14,3322,3543,3947,5341,1115,452,697,1770
ENSG00000155465.21,32,26,37,45,27,12,15,44
ENSG00000155495.9,321,314,221,370,0,0,0,0
ENSG00000155506.19,15747,19248,18056,21298,5313,1804,2049,5424
ENSG00000155508.14,2282,2532,1744,2039,905,330,243,614
ENSG00000155511.19,0,0,0,0,3,0,0,4
ENSG00000155530.4,32,48,82,68,18,7,7,32
ENSG00000155542.12,47,102,134,168,57,27,61,125
ENSG00000155545.20,2376,2927,2480,2423,483,147,201,528
ENSG00000155561.15,4740,5743,4857,5018,4033,1318,1422,3889
ENSG00000155592.16,535,641,451,503,287,94,92,220
ENSG00000155621.15,673,743,920,1041,208,69,68,207
ENSG00000155622.7,1,2,4,10,2,0,0,0
ENSG00000155629.15,194,254,228,308,71,26,36,145
ENSG00000155636.16,226,360,581,581,110,60,101,250
ENSG00000155657.29,893,1289,552,575,368,140,120,313
ENSG00000155659.15,0,0,0,0,0,0,0,0
ENSG00000155660.11,8062,9509,11114,14198,3252,1235,1389,3631
ENSG00000155666.12,119,137,110,158,14,5,7,24
ENSG00000155714.14,2,0,0,3,6,0,2,5
ENSG00000155719.18,0,1,3,1,0,0,1,1
ENSG00000155729.13,1858,2070,1804,1926,185,71,61,166
ENSG00000155744.10,671,769,565,617,622,180,236,536
ENSG00000155749.13,6,12,30,17,9,6,8,14
ENSG00000155754.15,0,3,4,3,7,5,1,8
ENSG00000155755.20,1167,1282,1054,1083,508,170,209,563
ENSG00000155760.3,184,180,127,183,187,49,53,197
ENSG00000155761.14,88,131,76,76,26,7,10,18
ENSG00000155792.10,528,574,1279,1617,241,63,96,252
ENSG00000155816.21,0,0,2,0,46,13,31,71
ENSG00000155827.12,4607,5612,5012,6128,1467,460,554,1488
ENSG00000155833.15,0,0,0,0,0,0,0,0
ENSG00000155846.17,563,621,448,564,88,23,65,200
ENSG00000155849.16,6,6,5,25,32,5,16,82
ENSG00000155850.9,2918,3823,1140,1156,1251,502,769,1950
ENSG00000155858.6,130,187,290,276,413,137,176,430
ENSG00000155868.8,830,948,1106,1294,418,166,195,525
ENSG00000155875.15,9,9,6,12,5,4,1,3
ENSG00000155876.6,3286,3866,2807,3628,2122,697,387,984
ENSG00000155886.12,2,10,3,2,0,0,0,0
ENSG00000155890.4,0,0,0,1,0,0,0,0
ENSG00000155893.13,250,323,198,331,447,125,164,511
ENSG00000155897.10,3,9,0,0,3,0,0,1
ENSG00000155903.14,527,617,615,588,751,251,210,497
ENSG00000155906.20,827,832,1099,1146,508,170,225,576
ENSG00000155918.8,78,96,158,161,14,6,2,11
ENSG00000155926.14,4,6,1,4,19,12,5,15
ENSG00000155957.19,87,133,155,252,43,10,14,76
ENSG00000155959.12,1862,2054,2301,2554,879,300,349,790
ENSG00000155961.5,773,808,730,1202,26,7,11,29
ENSG00000155962.13,40,59,63,72,0,1,0,0
ENSG00000155966.14,6,5,2,0,339,115,131,339
ENSG00000155970.13,351,365,418,432,21,14,14,28
ENSG00000155974.14,49,37,26,35,357,110,128,407
ENSG00000155975.10,2334,2656,2200,2535,458,188,193,487
ENSG00000155980.13,44,53,24,14,11,0,9,13
ENSG00000156006.5,30,34,31,34,2,0,0,1
ENSG00000156009.10,3,1,5,6,3,0,0,0
ENSG00000156011.19,3182,3912,2996,3136,2156,711,628,1794
ENSG00000156017.13,1164,1459,2243,1997,611,172,214,598
ENSG00000156026.15,922,1016,1535,1875,394,133,162,449
ENSG00000156030.14,3518,3664,2368,3007,727,201,194,534
ENSG00000156042.19,1510,1701,2011,2046,123,55,62,183
ENSG00000156049.7,26,22,36,47,7,1,1,5
ENSG00000156050.10,106,126,172,208,41,18,10,41
ENSG00000156052.11,697,853,1017,1306,303,98,103,371
ENSG00000156076.10,1,0,0,0,0,0,0,0
ENSG00000156096.15,7,9,50,78,0,0,0,0
ENSG00000156097.13,9,6,10,10,17,14,4,26
ENSG00000156103.16,1243,1370,2079,1858,1249,360,491,1419
ENSG00000156110.15,1022,1227,1500,2094,2756,890,749,2055
ENSG00000156113.25,9346,10862,10327,10608,15119,5266,3754,10545
ENSG00000156127.8,1,7,1,2,0,0,0,0
ENSG00000156136.10,3414,3523,3508,3807,733,279,282,848
ENSG00000156140.11,16,27,0,6,490,164,237,664
ENSG00000156150.9,0,1,0,0,0,0,0,0
ENSG00000156162.16,920,1102,1044,1098,2309,804,669,1988
ENSG00000156170.14,1169,1403,1432,1676,673,223,306,789
ENSG00000156171.15,1120,1197,1267,1595,463,177,185,515
ENSG00000156172.6,335,337,327,293,426,152,171,457
ENSG00000156194.19,3,5,0,3,0,0,1,0
ENSG00000156206.14,0,1,0,0,4,0,0,4
ENSG00000156218.13,24,44,39,36,450,120,189,471
ENSG00000156219.18,0,0,1,1,0,0,0,1
ENSG00000156222.12,6,0,0,4,2,1,1,1
ENSG00000156232.7,1249,1497,1070,1281,223,74,82,240
ENSG00000156234.8,55,71,6,16,0,0,0,0
ENSG00000156239.12,1008,1057,964,1193,226,78,129,353
ENSG00000156253.7,1145,1512,1620,1891,378,162,230,611
ENSG00000156256.15,2051,2371,2886,2733,1739,598,532,1508
ENSG00000156261.13,10085,11707,11628,13378,5735,1828,2139,5851
ENSG00000156265.17,8,4,2,7,53,23,16,34
ENSG00000156269.5,17,26,12,22,0,0,0,0
ENSG00000156273.16,1217,1426,845,791,1979,659,407,1079
ENSG00000156282.5,0,0,0,0,1,0,0,0
ENSG00000156284.6,164,195,531,674,0,0,0,0
ENSG00000156298.13,116,105,81,96,48,15,18,49
ENSG00000156299.15,5,12,4,8,313,90,152,425
ENSG00000156304.15,2292,2541,1724,2224,1040,435,220,610
ENSG00000156313.15,304,396,328,408,376,128,157,364
ENSG00000156345.18,350,410,333,579,51,27,33,79
ENSG00000156374.16,305,381,388,334,260,89,92,255
ENSG00000156381.9,749,787,420,619,204,65,83,166
ENSG00000156384.15,212,208,329,359,153,56,54,122
ENSG00000156395.14,1,0,1,0,1,0,0,2
ENSG00000156398.13,880,1179,1193,1412,65,25,47,134
ENSG00000156411.10,3869,5012,4792,6337,1411,498,601,1374
ENSG00000156413.15,10,13,15,10,0,0,0,0
ENSG00000156414.20,6,3,9,8,0,0,0,1
ENSG00000156427.8,3,8,3,11,9,1,3,4
ENSG00000156453.14,757,850,809,1111,423,132,101,381
ENSG00000156463.18,4,2,21,8,103,40,57,144
ENSG00000156466.11,1,0,0,0,90,22,10,12
ENSG00000156467.10,25967,29915,30994,32956,3624,1086,1002,3496
ENSG00000156469.9,914,1112,1402,1451,1127,370,493,1330
ENSG00000156471.13,4380,4960,3575,4347,3479,1138,1004,2679
ENSG00000156475.19,0,0,0,0,13,3,12,24
ENSG00000156482.11,4465,4984,5972,8967,4695,1550,2078,4690
ENSG00000156486.8,2,7,7,14,1,1,0,5
ENSG00000156500.16,102,139,207,207,48,17,21,59
ENSG00000156502.14,1843,2355,2028,2222,1755,554,727,2078
ENSG00000156504.17,1622,1964,1927,1980,167,42,80,203
ENSG00000156508.20,141753,155894,154320,214484,13080,4471,5045,14242
ENSG00000156509.14,16,17,67,62,237,84,89,238
ENSG00000156510.13,2,5,2,0,12,4,0,6
ENSG00000156515.25,15423,18215,6810,8444,620,194,113,294
ENSG00000156521.14,1197,1391,1633,2454,516,196,362,836
ENSG00000156531.18,4858,5538,3681,3346,1348,467,519,1383
ENSG00000156535.15,26,53,44,30,3556,1144,898,2429
ENSG00000156564.10,95,92,69,116,0,2,0,2
ENSG00000156574.10,1,5,8,8,11,4,6,9
ENSG00000156575.2,0,0,0,0,0,0,0,0
ENSG00000156587.16,166,196,155,198,790,298,513,1464
ENSG00000156599.12,3592,4601,4214,5243,1047,384,462,1203
ENSG00000156603.20,579,643,529,854,467,157,211,583
ENSG00000156639.12,3980,4715,4011,4808,811,306,221,634
ENSG00000156642.17,1645,1910,1294,1692,2735,954,535,1699
ENSG00000156650.14,2587,3197,2405,2727,6115,1815,1251,3731
ENSG00000156671.15,3440,3953,2081,2443,4062,1290,1068,3073
ENSG00000156675.16,1458,1768,1790,1949,639,219,289,708
ENSG00000156687.11,0,1,1,2,178,61,80,250
ENSG00000156689.7,495,510,208,218,26,10,3,9
ENSG00000156697.13,1391,1789,2611,2857,189,45,112,353
ENSG00000156709.15,2969,3698,3408,4631,73,26,42,142
ENSG00000156711.17,533,585,613,900,428,193,114,345
ENSG00000156735.11,1040,1059,963,1098,768,242,273,723
